signed_at_utc,old_key_id,new_key_id,prev_chain_signature,new_public_key,old_key_signature,new_key_signature
2026-02-28T01:00:38.226288+00:00,K1,K2,35cd9c6f6d69dbfa93a25752e67129b2422ee6149d142426757c2472a383114aba6a176715c8b0a2a0306677606797ba40e226b5f18b4672206d427736cb1c05,6nTF0t19I/mB3v7GNntWshIblOa6KW67Iv2oV9kIEhs=,9e6fca225982518a3fa3bc71d1135358ee5c1214a974b93ff7fe123f4586cfd72f1272b85b3761aef591bce1dbe5b19913c0983a90e3ac698b5ae6a30292e40c,508dedc2907078cc6091175b4979483de57688a75fc3a0df3d7f770dd15f9588bd157b95715b7be56ac953d8bd34fa0d8632554b603adf0d8c6eb4dff220d407
